SetsPlayed,AttackKills,AttackErrors,AttackTotalAttempts,AttackPCT,Assists,AssistErrors,AssistTotalAttempts,AssistPCT,ServeAces,ServeErrors,ServeTotalAttempts,ServePCT,BlockingDig,BallHandlingErrors,BlockSolos,BlockAssists,BlockErrors,ReceptO,ReceptErrors,ReceptPCT,TotalTeamBlocks,Set_win_ratio,winrate,SetsPlayed,AttackKills,AttackErrors,AttackTotalAttempts,AttackPCT,Assists,AssistErrors,AssistTotalAttempts,AssistPCT,ServeAces,ServeErrors,ServeTotalAttempts,ServePCT,BlockingDig,BallHandlingErrors,BlockSolos,BlockAssists,BlockErrors,ReceptO,ReceptErrors,ReceptPCT,TotalTeamBlocks,Set_win_ratio,winrate,winner
3.0000000000000004,45.8421052631579,14.631578947368421,120.05263157894738,0.26047368421052636,43.36842105263158,1.4210526315789476,109.57894736842105,0.396,2.4210526315789473,5.947368421052632,70.8421052631579,0.9160526315789473,51.10526315789473,0.4736842105263158,1.5263157894736843,9.789473684210527,2.9473684210526314,62.52631578947369,2.578947368421053,0.960842105263158,6.421052631578947,0.4736842105263158,0.4736842105263158,3.0,49.0,12.0,119.0,0.311,46.0,3.0,108.0,0.426,4.0,7.0,74.0,0.905,49.0,1.0,1.0,14.0,4.0,62.0,1.0,0.984,8.0,1.0,1.0,1.0
3.0,43.0,17.0,121.0,0.215,41.0,0.0,111.0,0.369,1.0,5.0,68.0,0.926,53.0,0.0,2.0,6.0,2.0,63.0,4.0,0.94,5.0,0.0,0.0,3.552486187845304,49.709508578075024,20.21459726664728,138.80808374527479,0.21836842105263157,46.42163419598721,0.6359406804303578,120.94853154986914,0.38477580692061647,2.799069496946787,6.179994184355917,80.75777842396045,0.9216647281186392,57.44431520790928,0.7644664146554231,0.9447513812154696,15.256179121837743,2.9764466414655426,71.45332945623728,2.753416690898517,0.963749927304449,8.427449840069787,0.4954928758359989,0.5027624309392266,0.0
3.733952394468999,58.043983788594396,20.72515520990953,152.3313840946391,0.2445124071888492,54.70210581805066,0.762224180946263,133.88132977917402,0.4061233782725334,2.6457842022029245,4.655748795775986,87.70679039352568,0.9436122345318306,60.84960698652677,0.45447638397725804,0.9671546166011112,16.02732206616456,3.156733730437362,80.1691313153733,2.682669631785965,0.9673727662898375,8.89438043021263,0.4919850008216682,0.4909712544204679,3.5263157894736845,59.8421052631579,19.63157894736842,151.52631578947367,0.25763157894736843,56.26315789473685,1.0526315789473684,134.6842105263158,0.41110526315789475,2.578947368421053,4.473684210526316,84.84210526315789,0.9438947368421053,61.42105263157895,0.0,1.4736842105263157,10.210526315789473,3.5789473684210527,79.3157894736842,2.4210526315789473,0.9657894736842105,6.578947368421053,0.39473684210526316,0.5263157894736842,1.0
4.156314459084964,61.03177151573661,21.7649908796296,157.97993862653632,0.24827451302672143,57.15429104617488,0.8415478062290321,144.22761263666663,0.39626715582082644,3.413608301639665,6.263044714247269,94.33627668742304,0.9329959457645978,64.21828866078107,0.6540250123263316,1.3468353420002386,17.00146932716552,2.7708395156668684,84.39692134319431,3.4733050049673175,0.961050346126691,9.789970161331713,0.4964146840430381,0.5027624309392266,3.5263157894736845,49.526315789473685,16.210526315789476,132.6842105263158,0.25626315789473686,46.52631578947369,1.4210526315789476,116.42105263157895,0.4012631578947368,4.526315789473684,5.421052631578948,84.5263157894737,0.9323684210526316,56.89473684210526,1.0,0.4736842105263158,18.73684210526316,3.473684210526316,67.78947368421053,1.0,0.9850526315789474,9.578947368421053,0.868421052631579,1.0,1.0
4.0,56.0,30.0,164.0,0.159,51.0,0.0,137.0,0.372,1.0,9.0,83.0,0.892,61.0,1.0,1.0,16.0,3.0,85.0,5.0,0.944,9.0,0.25,0.0,4.110715251174968,59.656050760956845,21.388297887665242,153.31835742614112,0.2494841191159838,56.142017939670545,0.5960560353009129,142.1192125997056,0.3949763040239258,4.183449887668918,6.493378720565212,93.00990792612637,0.9298343281826621,61.62129978510482,0.4632363758176892,1.3991924066507475,17.87618446468687,2.4077937905829176,82.03953729553179,4.195025393170621,0.9515319052431692,10.29648750953315,0.5012989228394802,0.5096332892019778,0.0
4.3461821646933245,59.370852783913335,22.24706149719512,160.77339126741566,0.2330091062314493,55.82569582208467,1.2604498161636657,147.17425567974996,0.38062858726583026,4.929222670342457,7.143151902150834,95.90595451623375,0.9256277415014003,67.88124674390427,0.8701442732842741,1.1680700769351087,17.407275743666755,2.160458052514241,83.61776267049385,4.93773318619208,0.9447715071459395,9.841713179482069,0.4995613996234508,0.5001146073503313,4.0,66.0,21.0,166.0,0.271,64.0,0.0,150.0,0.427,1.0,1.0,96.0,0.99,63.0,0.0,1.0,20.0,2.0,92.0,4.0,0.958,11.0,0.25,0.0,1.0
4.260897056117777,59.79814047272479,20.59134498187597,158.09333631819442,0.25236549750615955,56.73737703476413,1.325948304280104,148.5835479737884,0.3834819027457487,4.19461589580678,7.094918870106704,94.20461013514308,0.9242542627276505,65.60250738997439,0.902135406512984,1.0099681015388402,16.90498544269547,2.263556682036178,82.45420252308972,4.226962300455291,0.9516480541816348,9.439855536410622,0.5029110192175732,0.5065695056382816,4.0,50.0,21.0,142.0,0.204,50.0,0.0,137.0,0.365,5.0,6.0,84.0,0.929,49.0,0.0,1.0,20.0,1.0,80.0,7.0,0.92,11.0,0.25,0.0,1.0
4.433267139992861,58.630042954531014,22.294607400109467,159.004429897348,0.2321869222460676,54.994275088369314,1.3481280845246235,151.0005490350721,0.3663693508002844,4.173777473966018,7.539212857658288,95.10202744962123,0.9204757951364566,65.95297296436328,0.8022140502257462,1.4495249299694146,17.209457494471554,2.5457768860171703,83.06019582619992,4.149482254414022,0.9526998178110438,10.036920288450839,0.5034595738464305,0.5111746403209437,5.0,60.0,27.0,172.0,0.192,54.0,5.0,156.0,0.346,7.0,8.0,103.0,0.922,90.0,2.0,1.0,18.0,1.0,88.0,7.0,0.926,10.0,0.4,0.0,1.0
5.0,67.0,27.0,174.0,0.23,61.0,1.0,167.0,0.365,6.0,10.0,106.0,0.906,72.0,0.0,0.0,20.0,2.0,96.0,4.0,0.96,10.0,0.4,0.0,4.336408407223937,56.90078200101946,22.428768918220424,156.83849265663017,0.22254406603275648,53.171822458797486,1.2703025538165162,146.98821488789875,0.3631452546057492,4.287886978358129,7.559861694309717,93.74965898230408,0.9195928720404376,65.95172004459924,1.058218235507176,1.5725859996478728,16.72728978384321,2.776746591362348,81.54068876034054,4.186660948623556,0.9520962619265865,9.922772456427728,0.5056276751971287,0.514559509341068,0.0
4.47994102539301,59.41534565799599,22.18803522692341,155.90578337807852,0.2414718729275364,55.76436937223023,1.428133644599106,147.68518995635378,0.3784595124692369,4.123161704782208,7.73475035008599,95.95538905936519,0.9196240122787518,63.5715159899138,0.9317855019889224,1.437353551018303,16.18292235391416,3.0641002334988765,83.7916183899643,4.032446490473727,0.954614080066902,9.461347143861216,0.5032720248170833,0.5057183203911283,4.070110701107011,62.483394833948346,20.136531365313655,156.49815498154982,0.2655166051660517,58.74907749077491,1.033210332103321,145.1328413284133,0.402210332103321,3.103321033210332,6.14391143911439,93.75645756457565,0.9339704797047971,64.58671586715867,0.7380073800738007,2.4059040590405902,13.084870848708487,2.9963099630996313,83.25830258302582,3.74169741697417,0.9555350553505536,8.948339483394834,0.4704797047970479,0.7011070110701106,1.0
